534,
0,28,34,1,
0,40,75,1,
34,29,2,1,
36,28,5,1,
40,29,1,1,
41,30,4,1,
44,26,7,1,
45,27,1,3,
51,27,29,1,
75,41,1,94,
76,24,2,1,
80,28,3,1,
83,25,7,1,
83,26,1,2,
87,76,1,2,
88,71,1,3,
88,75,1,1,
88,78,3,1,
88,79,1,2,
89,26,1,2,
89,69,1,2,
89,74,2,1,
89,81,13,1,
90,28,17,1,
90,68,1,1,
91,67,1,1,
92,66,1,1,
92,76,1,1,
93,65,2,1,
93,72,1,1,
95,22,2,1,
95,64,2,1,
96,69,2,1,
97,63,8,1,
100,68,5,1,
102,21,1,1,
102,69,1,1,
102,82,7,1,
102,102,1,6,
103,70,1,1,
103,101,1,1,
103,108,14,1,
104,62,1,1,
104,71,1,2,
104,100,1,1,
105,61,1,1,
105,67,6,1,
105,73,1,3,
105,99,1,1,
106,60,1,1,
106,76,1,2,
106,78,45,1,
106,98,7,1,
107,29,2,1,
107,59,1,1,
107,64,2,1,
107,83,1,5,
108,58,19,1,
108,88,3,1,
109,26,5,1,
109,27,1,2,
110,62,10,1,
110,81,1,1,
111,63,1,4,
111,89,4,1,
113,83,1,1,
113,99,1,1,
114,27,3,1,
114,100,1,1,
115,65,1,2,
115,88,1,1,
115,101,1,1,
116,28,1,1,
116,64,1,1,
116,67,3,1,
116,68,1,7,
116,81,1,1,
116,89,3,1,
116,102,1,2,
116,104,7,1,
117,29,28,1,
117,63,1,1,
117,75,2,1,
117,109,2,1,
118,72,2,1,
119,74,5,1,
119,82,1,1,
119,88,1,1,
119,110,2,1,
120,24,2,1,
120,89,4,1,
121,111,4,1,
122,67,1,1,
122,70,2,1,
123,82,1,1,
123,105,1,1,
124,75,1,2,
124,88,1,1,
124,106,10,1,
124,112,1,5,
125,69,4,1,
125,77,3,1,
125,89,4,1,
125,117,7,1,
126,66,9,1,
126,70,1,1,
126,74,1,1,
126,83,1,1,
127,59,5,1,
127,71,2,1,
127,110,1,1,
128,67,1,1,
128,75,7,1,
128,76,1,1,
129,68,1,1,
129,72,4,1,
129,88,1,1,
130,84,1,1,
130,89,3,1,
130,111,1,1,
132,60,14,1,
132,71,1,1,
132,115,2,1,
132,116,1,1,
133,70,6,1,
133,88,6,1,
133,105,1,1,
133,110,1,1,
134,104,1,1,
134,113,2,1,
134,114,1,1,
135,65,6,1,
135,74,4,1,
135,103,1,1,
136,27,1,1,
136,102,8,1,
136,109,1,1,
136,112,3,1,
138,85,1,1,
138,108,2,1,
139,25,2,1,
139,71,1,3,
139,89,24,1,
139,109,1,3,
140,84,4,1,
140,107,4,1,
141,66,3,1,
142,67,1,2,
142,85,1,3,
143,69,5,1,
144,24,15,1,
144,101,14,1,
144,106,9,1,
145,25,1,4,
145,82,3,1,
146,59,1,1,
146,66,2,1,
146,83,1,5,
147,58,1,1,
148,57,2,1,
148,68,43,1,
150,56,20,1,
150,83,13,1,
151,79,10,1,
151,84,1,4,
153,107,4,1,
154,84,1,4,
154,108,1,1,
155,109,17,1,
157,105,1,1,
158,25,1,1,
158,84,1,4,
158,100,21,1,
159,26,35,1,
159,107,5,1,
161,78,19,1,
161,84,1,4,
162,104,1,1,
163,88,7,1,
164,85,2,1,
165,96,1,1,
165,105,2,1,
166,95,1,1,
166,97,3,1,
166,106,1,2,
167,94,1,1,
168,93,2,1,
169,33,1,23,
169,84,1,1,
169,98,14,1,
169,106,2,1,
170,32,1,1,
170,89,10,1,
170,94,2,1,
170,107,1,1,
171,31,13,1,
171,83,5,1,
172,35,13,1,
172,36,1,20,
172,56,9,1,
172,95,3,1,
172,105,2,3,
172,108,1,1,
173,84,1,4,
174,94,1,1,
174,108,4,1,
175,93,1,1,
176,92,6,1,
176,105,1,1,
178,82,18,1,
178,106,2,2,
179,101,1,1,
179,108,1,1,
180,77,4,1,
180,83,1,6,
180,102,1,1,
180,109,1,1,
181,57,1,1,
181,103,1,1,
181,108,6,1,
182,58,1,1,
182,91,15,1,
182,104,4,1,
183,59,1,1,
183,99,1,5,
184,30,1,1,
184,60,10,1,
184,78,1,1,
185,29,1,1,
185,34,3,1,
185,79,5,1,
185,97,2,1,
185,101,5,1,
186,28,5,1,
186,98,1,2,
186,100,28,1,
187,106,15,1,
187,107,1,1,
188,33,1,1,
188,74,1,4,
188,95,2,1,
189,32,3,1,
189,69,1,3,
189,73,1,1,
189,78,2,1,
189,96,1,3,
190,72,2,1,
191,27,3,1,
192,31,2,1,
192,75,2,1,
192,96,4,1,
193,65,7,1,
193,69,1,1,
193,97,1,2,
194,30,3,1,
194,61,5,1,
195,66,1,1,
195,73,2,1,
195,79,6,1,
196,67,1,1,
196,80,1,2,
197,28,56,1,
197,29,1,1,
197,68,1,5,
197,74,1,1,
197,75,2,2,
197,90,1,1,
197,97,3,1,
198,89,9,1,
198,98,1,1,
198,125,1,4,
199,60,1,1,
199,73,1,2,
199,114,1,7,
199,123,1,2,
199,129,1,2,
200,59,6,1,
200,66,1,1,
200,72,1,1,
200,94,3,1,
200,108,1,4,
200,113,1,1,
200,121,4,1,
200,122,1,1,
200,131,2,1,
201,65,1,1,
201,71,14,1,
201,78,11,1,
201,95,1,4,
201,107,3,1,
201,112,1,1,
201,116,1,2,
201,118,2,1,
201,126,1,1,
202,66,5,1,
202,93,7,1,
202,130,4,1,
203,64,3,1,
203,83,1,2,
203,95,1,5,
203,104,4,1,
203,110,3,1,
204,82,1,1,
204,85,2,1,
204,86,1,3,
204,115,1,1,
204,124,1,1,
205,81,1,1,
206,58,9,1,
206,80,7,1,
206,107,3,1,
206,118,1,1,
206,131,4,1,
207,65,1,1,
207,112,2,1,
207,122,3,1,
207,123,1,1,
208,62,1,1,
208,66,2,1,
208,87,4,1,
208,106,1,1,
208,124,1,1,
209,84,1,1,
209,88,1,1,
209,94,4,1,
209,105,3,1,
209,108,1,1,
209,116,1,1,
209,125,1,2,
210,67,3,1,
210,89,4,1,
210,106,1,2,
210,109,1,7,
210,117,1,5,
210,127,1,4,
211,64,5,1,
211,88,1,1,
211,108,2,1,
212,79,1,1,
212,83,3,1,
213,65,1,2,
213,93,2,1,
213,106,1,1,
213,107,2,1,
214,77,5,1,
214,80,4,1,
214,101,16,1,
214,108,1,2,
215,57,7,1,
215,65,1,1,
215,72,1,1,
215,78,1,2,
215,86,2,1,
215,92,1,1,
215,110,9,1,
216,66,2,1,
216,73,1,1,
216,74,3,1,
216,81,2,1,
216,85,1,1,
216,91,1,1,
216,98,1,2,
217,78,1,2,
217,82,1,2,
217,84,3,1,
217,87,2,1,
217,88,1,2,
217,90,2,1,
217,97,1,1,
217,100,11,1,
218,65,1,1,
218,85,1,2,
218,91,1,6,
218,107,3,1,
219,66,11,1,
219,73,1,1,
219,79,1,1,
219,88,1,2,
219,108,1,1,
220,63,1,2,
220,72,8,1,
220,92,5,1,
220,93,1,3,
221,81,3,1,
221,86,1,1,
221,96,23,1,
222,58,5,1,
222,78,3,1,
222,89,2,1,
222,105,8,1,
223,64,2,1,
223,79,1,2,
223,82,2,1,
223,83,3,1,
223,88,1,1,
223,106,1,1,
224,107,1,3,
225,86,3,1,
225,91,6,1,
226,63,5,1,
226,87,1,1,
227,59,7,1,
227,64,3,1,
227,76,4,1,
227,81,1,2,
227,88,2,1,
228,73,3,1,
228,77,2,1,
228,80,1,1,
228,83,1,3,
229,65,1,1,
229,67,1,1,
229,69,1,4,
229,78,1,1,
229,79,3,1,
229,87,1,1,
230,68,1,1,
230,86,12,1,
230,92,1,1,
230,106,2,1,
231,93,5,1,
231,107,1,1,
232,71,1,1,
232,80,1,1,
232,102,1,1,
232,108,3,1,
233,65,7,1,
233,74,5,1,
233,77,2,1,
233,81,2,1,
233,90,1,1,
234,60,1,1,
234,69,3,1,
234,73,2,1,
234,105,4,1,
234,106,1,1,
235,61,1,2,
235,63,2,1,
235,64,1,1,
235,70,2,1,
235,80,1,1,
235,107,1,1,
236,71,1,1,
236,72,4,1,
236,81,3,1,
236,91,2,1,
236,92,1,1,
237,62,6,1,
237,78,1,1,
237,106,1,2,
238,73,1,1,
238,92,39,1,
238,108,5,1,
239,69,2,1,
239,79,3,1,
239,80,1,1,
239,106,3,1,
240,76,1,1,
242,67,2,1,
242,74,2,1,
242,78,1,1,
242,87,1,1,
243,63,4,1,
243,68,1,1,
243,75,1,3,
243,88,31,1,
243,107,6,1,
244,66,26,1,
244,69,1,5,
244,97,1,1,
245,98,1,1,
246,99,1,1,
247,62,1,1,
247,100,9,1,
